seed,event_id,class,split,clean_windows,s0_s6_rows,split_hash
42,CEVT_039,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_040,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_041,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_042,coal,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_043,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_044,coal,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_045,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_046,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_047,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_048,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,CEVT_049,coal,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_001,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_002,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_003,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_004,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_005,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_006,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_007,gangue,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_008,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_009,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_010,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_011,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_012,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_013,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_014,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_015,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_016,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_017,gangue,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_018,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_019,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_020,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_021,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_022,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_023,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_024,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_025,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_026,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_027,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_028,gangue,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_029,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_030,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_031,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_032,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_033,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_034,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_035,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_036,gangue,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_037,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_038,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_039,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_040,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_041,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_042,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_043,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_044,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_045,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_046,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_047,gangue,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_048,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_049,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_050,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_051,gangue,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_052,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_053,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_054,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_055,gangue,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_056,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,GEVT_057,gangue,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_001,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_002,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_003,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_004,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_005,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_006,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_007,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_008,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_009,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_010,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_011,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_012,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_013,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_014,empty,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_015,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_016,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_017,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_018,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_019,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_020,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_021,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_022,empty,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_023,empty,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_024,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_025,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_026,empty,val,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_027,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_028,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_029,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_030,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_031,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_032,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_033,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_034,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_035,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_036,empty,test,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_037,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_038,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_039,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_040,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_041,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
42,EEVT_042,empty,train,18,126,59df1d0965ae364a8dc80887839a20be5f7a98764098a3afdeedc416721337d1
43,CEVT_001,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_002,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_003,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_004,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_005,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_006,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_007,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_008,coal,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_009,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_010,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_011,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_012,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_013,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_014,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_015,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_016,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_017,coal,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_018,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_019,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_020,coal,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_021,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_022,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_023,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_024,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_025,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_026,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_027,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_028,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_029,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_030,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_031,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_032,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_033,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_034,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_035,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_036,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_037,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_038,coal,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_039,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_040,coal,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_041,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_042,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_043,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_044,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_045,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_046,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_047,coal,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_048,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,CEVT_049,coal,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_001,gangue,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_002,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_003,gangue,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_004,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_005,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_006,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_007,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_008,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_009,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_010,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_011,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_012,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_013,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_014,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_015,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_016,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_017,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_018,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_019,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_020,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_021,gangue,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_022,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_023,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_024,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_025,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_026,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_027,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_028,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_029,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_030,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_031,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_032,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_033,gangue,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_034,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_035,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_036,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_037,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_038,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
